,ts,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt
1745,41.9,41.22124241,40.56844741,40.88514241,41.81466699,37.72840567,41.28998286,41.82627318,34.40486901,41.69586704,33.45395059,40.69902308,40.64908411,40.84615709,41.35097755,40.68395647,41.23186432,41.12739468,40.7832862,40.5451569,40.83223151,40.7406233,41.24419581,40.34480347,41.3996363,37.47034405,41.18,40.92620095,35.29692334,41.52118493,32.78225565
1746,41.5,41.08922464,40.50650182,41.29407896,41.64975509,37.78370115,41.51325395,41.60489385,34.98281606,41.37265805,33.30495836,40.78356781,40.69379278,40.90053684,41.07901549,40.7469025,41.91530031,41.24456685,40.54938588,40.72231606,40.77500333,41.38727883,42.02233469,41.1361642,41.5180915,38.03259431,41.9,41.62523883,35.38251198,39.69666526,32.78225565
1747,41.5,41.01753839,40.40405946,41.5276758,41.62328914,37.60878963,41.56052668,41.59118216,35.58227708,41.47942112,33.66983316,41.1815059,41.01627564,41.33255832,41.51963738,41.11538165,41.45437265,41.59313462,41.41165971,41.82420568,40.88677133,41.20023193,41.8924818,41.04971996,41.53293557,37.85416315,41.5,41.6352772,35.90335899,41.95387723,32.78225565
1748,40.13,40.27374137,39.61148239,40.58534236,40.88673366,36.72641367,41.69348838,40.94995002,34.81370982,40.78460193,33.45395059,41.06366622,41.00084133,41.2269275,41.46855727,41.1815713,41.57768868,41.59431207,41.1076081,41.07698899,41.06317068,41.33663135,42.03911553,41.17271544,41.5815284,38.17916536,41.5,41.7581308,35.82106066,41.06412245,32.78225565
1749,40.73,40.04494312,39.37525136,40.04451405,40.64459323,36.47340852,40.88761607,40.62573621,34.31900855,40.46947801,33.39269129,40.24474321,40.10302671,40.40403977,41.01995701,40.50131847,40.04153362,40.56741452,39.71371551,40.99845376,40.64749945,40.3294266,40.94307528,39.97087042,40.86682594,37.03318168,40.13,40.41786874,35.1268176,40.91668281,31.73112743
1750,41.48,40.53309535,39.85396828,40.24237127,41.15949652,36.91342696,40.74925359,41.12294297,34.20073248,40.97950703,32.69105143,40.1567486,39.94388273,40.22361704,40.74140608,40.31358796,40.777744,40.41272967,40.0042525,40.58089703,40.36887478,40.6234983,41.16081424,40.17102876,40.77284832,37.18778383,40.73,40.62009032,35.1533116,41.03143114,31.73112743
1751,41.1,40.40247853,39.7317399,40.1722158,41.03972862,36.82506624,41.11981373,41.06240224,33.77722081,40.85488327,32.32617663,41.06192222,40.76538353,41.0669502,41.53148348,41.11178855,41.42261708,41.30003472,40.68360066,41.64323896,40.97099713,41.06847759,41.77669892,40.80727835,41.1750908,37.65056151,41.48,41.26919269,35.28213493,41.30485183,32.78225565
1752,42.77,41.11115134,40.42499054,40.97649685,41.75269226,37.45566188,41.07343649,41.77375537,34.40796157,41.57124151,33.45395059,40.89329706,40.63871203,40.92218179,41.4605515,41.12857614,40.97089261,40.97586122,40.93673847,41.33333336,40.45150566,40.90554357,41.61013131,40.63921306,41.10786046,37.44204907,41.1,41.22453329,35.23807887,41.24615037,31.73112743
1753,42.14,41.81811321,41.13039816,41.80836416,42.46311939,38.13259002,41.80494599,42.49489845,35.22417147,42.24824415,33.66983316,42.32526483,42.0095713,42.32529694,42.5446394,42.18597787,42.87099439,42.61320223,41.46230621,42.26461402,41.25756956,42.10573216,42.9249816,42.02302495,42.30958024,38.6981496,42.77,42.78864221,36.02182062,42.12437243,34.03627364
1754,41.79,41.30932191,40.63719908,41.56417846,41.92814854,37.64704285,42.36427699,41.91204167,35.01242722,41.73043665,33.30495836,42.05756877,41.86114444,42.0737912,42.36197738,42.11958531,42.13084885,42.10224617,41.65309657,42.62982766,40.83223151,41.9173915,42.73573358,41.75582796,42.37355017,38.4983722,42.14,42.33887839,36.06341085,42.44762624,32.78225565
1755,41.5,41.53762736,40.82670124,41.66201515,42.16098187,37.72529056,42.0298567,42.14385763,35.1262959,41.99037097,33.50747744,41.74150045,41.63176114,41.82633178,42.22428536,41.96304868,41.78795769,41.91813874,41.34404183,42.26640896,40.45150566,41.67658966,42.41271266,41.40881866,42.08183389,38.19204556,41.79,41.90269521,35.91510966,41.80304422,32.78225565
1756,42.27,41.53809439,40.83060318,41.60576776,42.14641767,37.75419062,42.08626259,42.1371399,35.35284924,41.97388989,33.66983316,41.9290737,41.90630487,42.0669039,42.34807642,42.00848932,41.46840009,42.07772713,41.57941918,42.04670313,40.84677556,41.45907458,42.19494253,41.12745357,41.8550841,37.94880716,41.5,41.48127755,35.67663584,41.53730929,31.73112743
1757,41,40.85152836,40.13490411,40.84619476,41.47918972,37.02508202,42.11681491,41.41451456,34.5902137,41.27983976,33.30495836,41.67944411,41.65531821,41.80745832,41.84236287,41.75454709,42.35584465,41.93482973,40.80865135,41.92175933,40.36887478,41.96520536,42.65065013,41.57363205,42.03797066,38.3078271,42.27,42.10560252,35.98067278,41.99902526,32.78225565
1758,41.69,40.79644695,40.07967994,40.74684029,41.4210864,36.94442169,41.42537256,41.42314515,34.362374,41.2086581,33.45395059,41.55570236,41.67677541,41.84448692,41.85334029,41.84528446,41.0008915,41.88780073,40.9719841,41.7345707,40.64749945,41.08840975,41.82729773,40.71009982,41.43099602,37.48264119,41,41.19377017,35.37204027,40.94670191,31.73112743
1759,41.75,41.34775843,40.60067824,41.11878098,42.00738363,37.39963699,41.53388711,42.03605049,34.52780215,41.79460092,33.66983316,41.3036415,41.49001655,41.61654214,41.41780883,41.56556139,41.68111267,41.81982222,41.26259279,41.22839078,40.65237668,41.4844646,42.19732379,41.09133595,41.7117062,37.80557379,41.69,41.77463377,35.31701096,41.66446641,31.73112743
1760,41.75,41.18949222,40.45153973,41.07623905,41.84663548,37.27407639,41.9566288,41.84968194,34.16100274,41.60924391,33.30495836,41.37270418,41.62659002,41.74056849,41.13732867,41.64054783,41.71349597,42.05324376,41.39556438,41.09071293,41.34179535,41.51823489,42.34698954,41.21009564,41.72201597,37.86192961,41.75,41.82380234,35.57704094,41.91820799,31.73112743
1761,41.59,41.34122007,40.60391782,41.4254087,42.00444051,37.38589594,41.80710776,41.99542079,34.56064354,41.75495294,33.45395059,40.4834589,40.74048724,40.92070712,40.14315394,40.58296354,41.80093658,41.25892532,40.15348209,40.37771342,40.69237245,41.56752046,42.33094806,41.1959709,41.74706064,37.80708432,41.75,41.81972789,35.36339026,41.61235297,31.73112743
1762,41.45,40.83786614,40.11192032,41.31489188,41.49711228,36.93634792,41.74928493,41.48787015,34.69747208,41.31439205,33.66983316,40.14728565,40.41933614,40.67870251,40.07925438,40.37367865,41.63503594,41.22187196,40.42667536,40.03524351,41.25756956,41.47326829,42.3007235,41.14088646,41.82182249,37.77777078,41.59,41.68099435,35.19705954,41.77878434,31.73112743
1763,40.2,38.78535326,38.05062961,39.61734905,39.41915025,34.87970621,41.12823366,39.36071765,33.67151573,39.40260591,32.41390956,39.06091363,39.27139763,39.62494496,39.35465474,39.5092979,41.45947094,40.16211421,39.739268,38.65950443,41.14580156,41.36813298,42.16894673,40.96910708,41.64923464,37.59769302,41.45,41.55068178,35.19345682,41.56114018,31.73112743
1764,36.18,36.0812504,35.38472135,37.06131327,36.56352559,32.2139292,38.94231144,36.51720332,32.78669516,36.70259074,30.23906531,37.60958785,37.77851404,38.15471662,37.83153765,38.27155618,40.21489871,38.80395464,38.57565288,37.78512619,40.83223151,40.46879322,41.2569031,39.95840471,40.81358354,36.68326303,40.2,40.46167569,34.50656713,40.6733003,30.76723669
1765,32.59,33.34564527,32.77452369,34.04230106,33.47099256,29.60263467,36.24980894,33.61075575,32.06334678,33.78507648,28.83279208,35.08168663,35.30740837,35.6096794,36.24342567,35.53850121,36.07772698,35.96542486,36.43961959,34.60443797,33.0464031,37.46600208,38.43245152,36.74942414,36.45427465,33.87632595,36.18,36.83706011,33.36329789,36.12513833,27.2738022
1766,30.73,31.28973051,30.80704531,31.2626173,31.21005142,27.71216828,33.79075969,31.66655234,30.53058655,31.54215709,28.55565022,32.22768391,32.21460908,32.88670932,33.06173746,32.3782891,32.65237896,33.22440922,34.15171017,32.13250236,31.50995362,34.19733956,35.88432894,33.60692774,27.10503325,31.04404358,32.59,33.09786335,32.13851185,29.91520799,27.2738022
1767,31.71,31.0128371,30.47343922,30.6117204,31.39681497,27.83450773,31.74290383,31.65251379,29.0950637,32.22401262,28.61690951,31.15038767,30.6373067,31.73140826,27.98320481,29.71170401,30.68675013,32.00462133,32.51688486,33.30676388,29.24015656,31.49103535,34.29491162,31.64557064,27.233497,29.25981371,30.73,31.03777629,31.41329845,28.92412643,27.2738022
1768,32.26,31.89102461,31.18903297,31.62319741,32.8701615,29.02189474,31.57125351,32.64022025,28.62267505,33.71017303,28.83279208,31.60363013,31.38161978,31.72540899,31.12132589,30.28288878,31.71040876,32.22195952,32.20345348,32.31381341,31.42732274,31.16170681,34.02343453,31.82920542,32.64086906,29.44050911,31.71,31.8870545,30.78848206,31.00635112,27.2738022
1769,33.19,32.60997384,31.82795173,32.6335576,33.83605283,29.65360643,32.68074205,33.44926692,28.34049029,33.67862222,28.46791729,33.17533623,33.07689406,33.13504659,34.20776473,34.4013461,32.19574623,33.69222145,33.68473746,34.20518589,32.75840767,31.62460068,33.94057871,32.58783732,40.27171418,30.33775538,32.26,32.8949032,30.09479943,31.72063688,27.2738022
1770,34.47,34.4542981,33.63562581,34.45054366,35.6423365,30.97006547,33.57121724,35.30450556,28.77289697,35.26295108,28.61690951,33.88888383,33.6331318,33.82325929,35.9547308,35.22615494,33.18864049,34.33882843,35.09584735,35.04177405,33.13550612,33.72537688,34.28638442,33.73347598,40.08774755,31.99354941,33.19,34.07356037,30.53903094,33.21260018,27.2738022
1771,38.52,36.3485551,35.53848459,36.27982011,37.41498103,32.44892484,35.19489141,36.98329663,29.15693197,37.399611,28.96648055,35.06040493,34.62242714,34.93503192,36.18751176,35.52788657,34.42820837,35.4536911,35.86421601,36.34317623,36.50021502,36.03043142,35.11711739,34.92364459,38.39021022,33.12732387,34.47,35.32494116,30.55848779,35.90565133,28.5667613
1772,37,36.41002564,35.56221175,36.35498128,37.43689052,32.30958553,36.90345632,36.91904968,28.83035909,37.41443872,28.46791729,36.52021467,35.71062571,36.49589721,39.23316474,36.45946662,38.67939826,37.05720156,36.08193696,34.14183211,35.44439775,38.70237576,37.49726897,37.9332376,40.23494018,34.98256196,38.52,38.9702673,31.60394793,40.45012207,28.5667613
1773,36.6,36.06478338,35.18047964,36.13545828,36.99131766,31.96253261,36.70426682,36.49157738,29.15726538,36.93050099,28.55565022,36.2720495,35.65404802,35.96589262,36.23575284,36.85034843,36.85192797,36.04844493,36.56103877,35.76467585,33.74069899,38.26097787,37.73930238,37.31654738,38.63958195,34.5875435,37,37.75257775,31.6704807,38.57170898,28.5667613
1774,36.78,36.65618542,35.6215565,36.26544652,37.37627578,32.00254902,36.77670582,37.24203832,29.82293119,37.11883072,28.96648055,36.34722545,35.98710028,36.03118256,34.90633309,36.55964483,36.60313086,35.82902525,36.48550766,38.67741402,33.68615917,38.22493667,37.82483194,36.77837222,38.02717981,33.9696574,36.6,37.16213972,31.33032993,39.13777402,28.5667613
1775,36.78,36.42196341,35.45029136,35.84386237,37.01431954,31.51790889,37.26919855,37.08870454,29.57103337,36.77713927,28.46791729,36.35318016,35.91673847,35.94789467,38.67957678,36.32199586,36.955097,35.66788336,36.34516326,36.16604156,33.25813277,37.89471474,38.09126044,36.67895144,37.4720694,33.2240286,36.78,37.10793216,30.8789848,37.38889108,28.5667613
1776,37.51,36.89039151,35.97362812,36.46181426,37.54845419,31.97891515,36.99282244,37.5079658,29.33350717,37.3741609,28.55565022,36.5065939,36.18988947,36.07997447,36.18603835,36.91668967,36.68999374,35.48902444,36.73142799,37.85805833,33.0464031,36.7167237,38.03226783,36.45163481,37.01161092,32.53749133,36.78,37.06201228,30.43052213,37.15180146,28.5667613
1777,37.88,37.4125292,36.5180589,37.28636211,38.18961434,32.57390262,37.4693393,38.12349648,29.64733828,37.93099585,28.96648055,37.55843866,37.39770541,37.22675189,37.57161907,37.85407458,37.52404996,36.76201092,37.26596387,37.58912787,40.36887478,37.52585817,38.41523318,37.08503121,37.77428279,33.18724507,37.51,37.83483281,31.30951744,37.94765931,28.5667613
1778,37,36.84977204,35.93703934,36.91870755,37.6821531,32.01165704,38.03993235,37.61524397,29.3570689,37.4125592,28.46791729,38.75018834,38.69714607,38.4988319,38.81505633,39.04569951,37.87544759,38.0132506,38.83939448,38.70931867,40.64749945,38.00978566,38.77379754,37.49806274,38.26255966,33.62845906,37.88,38.35737415,31.36295821,38.35870799,28.5667613
1779,38,37.0150824,36.03976967,36.96054418,37.82781562,32.01317833,37.61321973,37.77145754,29.48987221,37.54500863,28.61690951,38.29867231,38.30267207,38.2814968,38.3398191,38.56507318,37.0184461,37.71892666,38.82653925,38.19915403,38.9441933,37.51626243,38.45057392,36.92568692,38.01551884,33.17311111,37,37.64365954,30.77921079,37.30566286,28.5667613
1780,38.7,37.57113061,36.54719054,37.27321536,38.36202312,32.37811955,37.83368175,38.38457391,29.88188885,38.04924682,28.96648055,39.5929087,39.70303249,39.52975383,39.82668214,39.5989167,38.04715009,39.2032422,39.72266467,39.63105923,40.27527824,38.24409136,38.95845433,37.54600284,38.53621133,33.65282215,38,38.34308296,30.97526451,38.35719008,28.5667613
1781,39,37.5251041,36.49375792,37.15653841,38.31560279,32.23710455,38.34405999,38.3425624,29.50827721,38.00550546,28.46791729,39.68354206,39.96190842,39.70200908,39.75432955,39.9429599,38.69477798,39.40800048,39.9556564,39.60576156,39.99665356,38.58904203,39.50010625,38.14321746,38.64462599,34.08012352,38.7,38.94510986,31.49770924,38.89153773,28.5667613
1782,39.59,38.37462623,37.3076854,37.92254254,39.16725462,32.93797039,38.43819601,39.22113896,29.66547111,38.83036735,28.61690951,40.11100734,40.36578265,40.20009602,39.82215567,40.81725667,38.94709724,40.09170452,40.54404682,40.37428891,40.84677556,38.89471053,39.84175315,38.49513457,39.27745817,34.44295297,39,39.3297551,31.97964778,39.45039088,28.5667613
1783,40.48,39.4924648,38.41547789,39.05204088,40.273624,33.99480776,39.27532608,40.32897951,30.41567049,39.90697057,28.83279208,40.43059951,40.78387004,40.59537028,40.70365474,41.04510273,39.63808969,40.58657187,40.84608239,40.74545404,40.73500756,39.75320968,40.39240621,39.07432531,40.03715889,35.15252757,39.59,39.94611127,32.99932972,40.04354417,30.72723489
1784,40.15,39.97405089,38.89943164,39.63662276,40.73115765,34.46153505,40.32271647,40.72789972,30.7828386,40.33916125,30.09007308,40.39303299,40.63346474,40.56940193,40.40242853,40.77465611,40.4565788,40.77449363,40.08419221,40.80301449,41.20302973,40.31146103,41.1430704,39.80657263,40.50152613,35.73142698,40.48,40.78460943,33.34253657,40.48805229,30.72723489
1785,40.5,40.45245131,39.37773545,40.26474488,41.19098484,34.94615663,40.70706784,41.1553348,31.33154829,40.82238805,30.23906531,40.00983269,40.22881152,40.23985908,40.07007881,40.28573795,40.03641129,40.38668107,39.85868601,40.28938589,41.20302973,40.20076312,41.20556207,39.68667025,40.51382567,35.67304689,40.15,40.53431924,33.15603182,40.37222846,30.72723489
1786,40.98,40.67786074,39.55691847,40.51810318,41.42635111,35.0934681,41.16373946,41.38989031,32.12826784,41.04461079,30.45494788,39.67158895,39.75770113,39.88474632,39.79266298,39.85542602,40.512536,40.20833525,39.40831015,39.90472455,41.14580156,40.54177854,41.49991523,39.93500597,40.86755346,35.92518773,40.5,40.75331259,33.41196679,40.7348091,30.72723489
1787,41.16,40.21190996,39.06310278,40.05800237,40.98265996,34.54877469,41.29376369,40.93670368,32.06246191,40.59193585,30.17780601,39.82932442,39.71938892,40.00722772,40.13701539,39.97778338,41.00947668,40.34043442,39.82014678,39.69220535,41.25756956,40.84835469,41.91525155,40.3252706,41.03118158,36.22890546,40.98,41.1395943,33.59385362,40.91022136,30.72723489
1788,40.73,39.81904293,38.65180761,39.62872333,40.60539911,34.04078962,40.85788872,40.572284,31.63850816,40.20404664,30.23906531,39.37492686,39.13096859,39.47643021,39.69194903,39.50202062,41.12793851,39.79875796,38.96565811,39.59712052,40.69237245,40.96973549,42.13752172,40.51016826,41.17487626,36.35789217,41.16,41.36678999,34.08950181,41.24803653,30.72723489
1789,40.47,39.4824346,38.29692765,39.17533187,40.26288545,33.58038457,40.57920257,40.29126127,31.23354477,39.84807507,30.3517386,39.63725143,39.32030516,39.67177643,40.06235853,39.90754521,40.77459929,39.9451144,39.56401379,40.20285051,40.88677133,40.84200754,41.97890027,40.25139994,41.10184828,36.20554719,40.73,41.0514462,33.62477993,40.88943276,30.72723489
1790,40.6,39.55182471,38.33982199,39.06931481,40.35202782,33.51671054,40.35477216,40.42472718,30.70941854,39.96469579,28.61690951,39.28142376,38.88146636,39.20918453,39.63020979,39.49912574,40.45705212,39.34648553,39.3658912,39.49044692,40.69237245,40.65072927,41.80327611,39.98287463,40.82580704,35.93964728,40.47,40.77148292,33.63934476,40.51982148,30.72723489
1791,40.22,40.04923035,38.8368015,39.60773917,40.86572938,33.98462093,40.37302897,40.89594144,30.82580219,40.49575717,28.7295828,39.85447559,39.35211366,39.68236503,40.00642404,40.00446097,40.60915895,39.78533874,39.47745105,40.57063077,40.88677133,40.61780883,41.83461696,39.99713249,40.76280683,35.8623455,40.6,40.81374824,33.29303606,40.65819072,30.72723489
1792,40.78,40.14723663,38.93361545,39.88389271,40.96329517,34.0496584,40.85968362,40.95283838,30.91629602,40.5195993,30.29259216,40.06970231,39.51782769,39.85669714,40.8649407,40.29906675,40.21117544,39.73487921,39.12624976,40.77201964,40.45150566,40.29966979,41.59348811,39.69854997,40.37461307,35.53450624,40.22,40.48164729,33.1640005,40.46933957,30.72723489
1793,41.27,40.37695803,39.1315403,40.13409505,41.21436884,34.16243571,40.99904431,41.24458396,31.22230421,40.73003529,30.23906531,41.26646915,40.65871011,40.9759036,42.25725518,41.25237292,40.86465551,40.88318787,39.82700711,41.80605193,40.50873383,40.66826666,41.88651623,40.08132322,40.71370424,35.82163887,40.78,40.97137736,33.11288603,40.93599745,30.72723489
1794,42.16,40.86993127,39.60029573,40.60362436,41.70807519,34.57697822,41.14848791,41.72695613,31.69117335,41.23439867,30.3517386,42.33155958,41.64212046,42.06588077,43.29707249,42.02405339,41.20819967,41.80869692,40.79655958,43.14015209,39.08405235,41.05620092,42.28620585,40.53825852,41.13561936,36.20677067,41.27,41.50560232,33.46226688,41.2936047,30.72723489
1795,42.58,41.2302169,39.86912912,40.59085164,42.06767237,34.66606236,41.9501605,42.12221749,31.57156795,41.56354285,30.23906531,43.64581333,42.82542075,43.35389431,44.34371491,42.96451849,42.17004681,43.14445663,42.01294539,43.7432818,39.02682418,41.75940796,42.9751186,41.31965584,41.88078825,36.90191918,42.16,42.38301599,34.36449536,41.98941983,32.06019579
1796,43.77,43.13485783,41.68416662,41.80520922,43.95799435,36.27128349,42.59372493,44.15773831,32.08849642,43.5454455,31.32332868,45.0249471,44.0369275,44.85495559,45.81765685,43.78450996,42.65286591,44.56521407,43.70923805,45.73510805,40.19105244,42.33801507,43.51354353,41.84205364,42.63820249,37.49567361,42.58,42.83897029,34.70797677,42.31302048,32.06019579
1797,47.44,47.42721272,45.95728208,45.43886522,48.13336172,40.38910405,44.6323273,48.40181381,34.25047703,47.87352284,33.80352163,46.17950863,44.93860476,46.05451013,46.38124218,44.43763945,43.76734794,45.84410195,43.84443627,47.33670082,36.56103333,43.29622654,44.51280749,42.87258561,43.57766326,38.43613582,43.77,43.89406907,35.20486388,43.15471127,33.02408652
1798,52.18,51.65152612,50.3234712,49.38286601,52.3044806,44.39147365,48.88759586,52.41461145,35.69049276,51.82144798,37.65025899,49.31364155,48.60339794,48.89405082,50.610063,48.29914464,47.41592529,49.02604687,45.44080537,52.71242221,40.19105244,46.12155331,47.49219067,46.05271896,46.17120997,41.15051648,47.44,47.22566745,37.07491133,47.38928004,35.32923274
1799,57.4,55.37619807,54.24817896,53.56972824,56.38532205,47.8509712,52.49373608,55.94256246,37.71728913,54.86115371,45.98592707,52.00279112,51.23869586,51.61948235,53.10611952,50.52803987,52.15919153,52.17081808,47.04104317,54.88484455,41.14580156,51.56630495,52.3731011,50.65202227,55.70666623,45.23461266,52.18,51.89903298,39.01239924,49.84906714,38.24556189
1800,61.48,57.39258615,56.27676302,56.87380599,58.35930434,50.29878591,55.51059521,57.99985434,41.42465877,56.79609344,46.48449034,54.80772433,53.58027023,54.96383263,60.00720263,50.89339467,57.35645752,56.09201822,47.78470892,56.70353336,43.07303632,60.72131013,59.11038644,55.92463579,76.03488619,51.0690585,57.4,57.25257982,41.52541245,59.9193938,47.72800513
1801,55.33,54.80734471,53.46762949,55.45754441,55.23320996,48.81234771,57.62020401,55.55358912,43.84369988,54.63577893,46.07366001,56.24438407,55.2508199,56.94377144,61.37341827,54.51611085,61.56912104,58.55995708,48.90979296,62.02589546,43.82109178,66.53351919,65.14605252,59.98690149,95.47207027,56.75303595,61.48,61.47482285,45.85991682,62.57110947,47.72800513
1802,50.1,51.71199519,49.98486346,51.9633422,51.97281641,46.00659254,55.62873015,52.28318993,45.2152959,51.11382545,45.82566378,53.95595697,52.8784659,53.86678993,52.62035771,48.46305056,55.25616597,54.3527209,45.23046317,48.74817772,41.25756956,49.22409717,53.10094844,55.20397881,58.38005653,52.6898092,55.33,55.44835275,48.91953232,45.15869008,47.72800513
1803,53,52.24541462,50.66468651,50.6549577,51.4849409,44.85909211,53.04538417,52.99686354,44.09941958,51.86910843,46.48449034,49.87066353,48.48771701,50.37402039,50.26743059,43.92223109,50.00653115,50.37025363,41.5545282,51.15181703,36.56103333,41.50987605,48.63882708,48.87626831,26.68150315,44.2265573,50.1,49.04176173,44.33994367,41.93437195,38.24556189
1804,54.01,52.22974352,50.81579331,50.15110226,51.13617676,43.38325284,53.02727895,53.09299394,42.7521702,52.11514341,46.1349193,50.65231435,49.86800026,50.52416247,55.07228116,44.11616322,53.04389616,51.68468679,41.6432361,55.29780213,39.08405235,48.86989725,52.39740131,49.29232966,42.78578231,43.63478128,53,52.558176,40.81225609,55.00459713,38.24556189
1805,53.32,51.61019154,49.85301514,50.50498387,51.12893005,42.69258328,52.64467326,52.16399122,41.78332604,49.27697093,37.40226276,51.29338439,50.24545568,51.06296737,59.77675652,45.02445967,54.0153779,52.30600781,43.19304454,57.76654174,40.50873383,55.51217381,53.88611263,50.55129456,77.35232339,45.65641095,54.01,53.52025352,42.0038378,46.74658632,47.72800513
1806,52.77,52.26827439,50.36032124,51.95529819,52.77849555,43.90887263,52.38967302,53.17170055,41.80138945,50.79478822,46.48449034,52.37076208,50.93341387,52.61448014,48.23931219,46.26070579,53.34192363,53.95681841,44.26968748,55.27010331,39.02682418,54.86434112,53.80587737,51.51559489,50.95234509,48.25711522,53.32,52.87309909,43.72608842,53.60874453,38.24556189
1807,53,52.03738285,50.23803162,51.99674067,53.06918437,44.28969072,53.21595422,53.13785311,42.28682033,51.87999872,46.35080187,52.81709944,51.64816417,53.28442205,53.93959015,45.86447786,52.73784792,54.73810671,45.91452591,53.88789589,43.93285978,50.97789189,53.57886388,51.51573038,49.72095055,48.07364142,52.77,52.35847133,42.51863557,51.45680664,38.24556189
1808,52.69,51.3403015,49.62668066,51.14719666,52.22964651,43.78872833,53.04484549,52.17505511,42.40033503,51.49080242,45.82566378,51.89719512,50.63985229,52.273589,52.67994373,45.39997115,53.04453895,53.86285144,44.66537499,53.17668779,40.73500756,52.83093958,53.61972014,51.15930797,49.01503147,47.56953453,53,52.58147244,41.36631094,52.92296567,38.24556189
1809,51.76,50.90031366,49.19885716,50.58009156,51.64817262,43.31251688,52.14508135,51.63419909,42.17985403,51.12856622,37.92740085,51.486062,50.24249372,51.87387853,52.3858191,45.47428483,52.71581285,53.42905539,45.14418414,53.18350978,40.84677556,53.16525537,53.2514833,50.85990756,49.72713859,47.21950899,52.69,52.29353762,40.86371594,52.74370945,38.24556189
1810,51.64,50.34917659,48.6448392,49.72184364,50.90866341,42.4646312,51.73171889,51.12658783,41.0420036,50.46435179,37.92740085,50.62521259,49.46662137,51.08882752,51.59254718,45.12367017,51.76466504,52.52776695,44.55110265,51.8597594,40.73500756,51.54500667,52.33445975,50.20790161,49.81114887,46.33091001,51.76,51.41926619,41.16420971,52.07864993,38.24556189
1811,51.76,50.26843885,48.5584876,49.24887809,50.64571869,42.03422267,51.28683426,51.02871629,39.76055412,50.335878,37.56252605,50.38224816,49.25124795,50.82076521,51.26456395,45.32157815,51.63661386,52.36047552,44.72973746,51.70240148,40.84677556,51.13994947,52.35486747,50.03922296,49.88102987,45.9567112,51.64,51.31032085,41.22758484,51.71634124,38.24556189
1812,51.69,50.63852447,48.92014267,49.68773834,51.02527251,42.36848182,50.99519816,51.28257901,39.62852671,50.48703503,37.82419157,49.85157106,48.73370251,50.26644178,50.57665163,45.27039808,51.73629606,51.74288577,44.43772735,50.91247802,41.14580156,51.67056318,52.57126097,50.11090361,49.9783806,46.01464471,51.76,51.4279006,41.40041213,51.51630657,38.24556189
1813,51.48,50.71562312,48.99616297,50.06695119,51.2387138,42.54542051,51.26725413,51.33251336,39.40032839,50.55304789,37.82419157,49.61318246,48.49059476,50.02528157,50.32492388,45.35553886,51.73301551,51.47737593,44.69926239,50.69691627,41.20302973,51.65633123,52.59951052,50.16690324,50.30286774,46.10179055,51.69,51.36599287,41.30302721,51.67033699,38.24556189
1814,50.5,50.37950836,48.67697214,49.97420174,51.01395861,42.33634313,51.35161186,51.05168813,39.2868254,50.29126736,37.65025899,49.29112969,48.23964968,49.71174715,50.19536555,45.64343886,51.52680266,51.02624735,44.90431076,50.50792256,41.20302973,51.19134918,52.49109218,50.11163708,50.46129892,45.97817979,51.48,51.1717282,41.6157464,51.52029143,38.24556189
1815,50.54,49.77903976,48.09594131,49.49959918,50.42649452,41.81355053,50.98887388,50.39335582,39.26532406,49.74623269,37.76504514,48.42709884,47.46236158,48.82620252,49.36838703,45.33320403,50.47704113,49.99398435,44.73177538,49.6203881,40.83223151,50.04734735,51.50278013,49.30376477,50.16545936,44.90898723,50.5,50.25055825,41.33858867,50.43666044,38.24556189
1816,49.11,48.94441409,47.26600008,48.59367153,49.53889506,40.9405609,50.35294814,49.52034891,38.95873869,48.95880672,37.82419157,48.18228361,47.2200002,48.55460733,48.93588991,45.43093998,50.53449217,49.72389213,44.58201899,48.98389012,40.83223151,50.00836311,51.55542135,49.17323565,49.95309743,44.65792118,50.54,50.29176258,41.64117206,50.54992936,38.24556189
1817,49.3,47.88319349,46.21761164,47.45069317,48.43427197,39.85139033,49.422592,48.44425384,37.99106368,47.91044544,37.71151828,47.17810254,46.2902827,47.52642494,48.19678023,44.88311686,49.03748352,48.45910096,44.13078563,48.31686635,40.77500333,48.8147227,50.23395681,48.04516313,49.036413,43.30352246,49.11,48.94727998,41.0321776,49.05216311,35.32923274
1818,47.4,47.09245568,45.43930467,46.37731306,47.58692773,38.90365982,48.53184616,47.66073793,36.74197163,47.09230978,34.82847713,47.39398848,46.53129916,47.70078691,48.1844153,45.14509194,49.37252321,48.73181801,44.36557997,48.43220277,40.83223151,48.87311022,50.40627313,48.02490816,48.99352025,43.27269633,49.3,49.12925522,40.85428654,49.53990833,35.32923274
1819,47.29,46.65050826,45.01399607,45.8674661,47.10961747,38.44836223,47.58892504,47.18230712,35.6633873,46.58430801,34.88200399,46.32484512,45.55497803,46.70919795,47.93772331,44.46534898,47.30090381,47.41539905,43.50702674,47.97482555,39.02682418,47.39570297,48.83287791,46.60919132,47.70296412,41.70872588,47.4,47.34408765,39.6502605,46.92321296,35.32923274
